contract,ground_truth_category,tool,rule,severity
erc20,front_running,smartcheck,SOLIDITY_ERC20_APPROVE,2
erc20,front_running,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
erc20,front_running,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
erc20,front_running,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
erc20,front_running,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
erc20,front_running,smartcheck,SOLIDITY_SAFEMATH,1
erc20,front_running,smartcheck,SOLIDITY_VISIBILITY,1
eth_tx_order_dependence_minimal,front_running,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
eth_tx_order_dependence_minimal,front_running,smartcheck,SOLIDITY_VISIBILITY,1
findthishash,front_running,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
findthishash,front_running,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
findthishash,front_running,smartcheck,SOLIDITY_UPGRADE_TO_050,1
odds_and_evens,front_running,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
odds_and_evens,front_running,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
odds_and_evens,front_running,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
odds_and_evens,front_running,smartcheck,SOLIDITY_REVERT_REQUIRE,1
odds_and_evens,front_running,smartcheck,SOLIDITY_REVERT_REQUIRE,1
odds_and_evens,front_running,smartcheck,SOLIDITY_VISIBILITY,1
odds_and_evens,front_running,smartcheck,SOLIDITY_VISIBILITY,1
odds_and_evens,front_running,smartcheck,SOLIDITY_VISIBILITY,1
odds_and_evens,front_running,smartcheck,SOLIDITY_VISIBILITY,1
odds_and_evens,front_running,smartcheck,SOLIDITY_VISIBILITY,1
reentrance,reentrancy,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
reentrance,reentrancy,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
reentrance,reentrancy,smartcheck,SOLIDITY_UPGRADE_TO_050,1
reentrance,reentrancy,smartcheck,SOLIDITY_UPGRADE_TO_050,1
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
reentrancy_bonus,reentrancy,smartcheck,SOLIDITY_UNCHECKED_CALL,3
reentrancy_cross_function,reentrancy,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
reentrancy_cross_function,reentrancy,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
reentrancy_cross_function,reentrancy,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
reentrancy_cross_function,reentrancy,smartcheck,SOLIDITY_UNCHECKED_CALL,3
reentrancy_cross_function,reentrancy,smartcheck,SOLIDITY_VISIBILITY,1
reentrancy_dao,reentrancy,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
reentrancy_dao,reentrancy,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
reentrancy_dao,reentrancy,smartcheck,SOLIDITY_UPGRADE_TO_050,1
reentrancy_dao,reentrancy,smartcheck,SOLIDITY_VISIBILITY,1
reentrancy_dao,reentrancy,smartcheck,SOLIDITY_VISIBILITY,1
reentrancy_insecure,reentrancy,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
reentrancy_insecure,reentrancy,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
reentrancy_insecure,reentrancy,smartcheck,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,1
reentrancy_insecure,reentrancy,smartcheck,SOLIDITY_UNCHECKED_CALL,3
short_address_example,short_addresses,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
short_address_example,short_addresses,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
short_address_example,short_addresses,smartcheck,SOLIDITY_TX_ORIGIN,2
short_address_example,short_addresses,smartcheck,SOLIDITY_VISIBILITY,1
short_address_example,short_addresses,smartcheck,SOLIDITY_VISIBILITY,1
short_address_example,short_addresses,smartcheck,SOLIDITY_VISIBILITY,1
short_address_example,short_addresses,smartcheck,SOLIDITY_VISIBILITY,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_VAR,2
ether_lotto,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
ether_lotto,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_REVERT_REQUIRE,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_REVERT_REQUIRE,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_REVERT_REQUIRE,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_UNCHECKED_CALL,3
governmental_survey,time_manipulation,smartcheck,SOLIDITY_UNCHECKED_CALL,3
governmental_survey,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
governmental_survey,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
lottopollo,time_manipulation,smartcheck,SOLIDITY_VISIBILITY,1
roulette,time_manipulation,smartcheck,SOLIDITY_EXACT_TIME,2
roulette,time_manipulation,smartcheck,SOLIDITY_EXACT_TIME,2
roulette,time_manipulation,smartcheck,SOLIDITY_LOCKED_MONEY,3
roulette,time_manipulation,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
roulette,time_manipulation,smartcheck,SOLIDITY_UPGRADE_TO_050,1
timed_crowdsale,time_manipulation,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,smartcheck,SOLIDITY_CALL_WITHOUT_DATA,2
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,smartcheck,SOLIDITY_UNCHECKED_CALL,3
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_DEPRECATED_CONSTRUCTIONS,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_LOCKED_MONEY,3
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_UNCHECKED_CALL,3
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,smartcheck,SOLIDITY_VISIBILITY,1
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,smartcheck,SOLIDITY_UNCHECKED_CALL,3
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_ADDRESS_HARDCODED,1
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_ADDRESS_HARDCODED,1
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_UNCHECKED_CALL,3
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_ADDRESS_HARDCODED,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_ADDRESS_HARDCODED,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_ADDRESS_HARDCODED,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_EXTRA_GAS_IN_LOOPS,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_GAS_LIMIT_IN_LOOPS,2
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_PRAGMAS_VERSION,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_UNCHECKED_CALL,3
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,smartcheck,SOLIDITY_UPGRADE_TO_050,1
arbitrary_location_write_simple,access_control,solhint,compiler-version,Error
arbitrary_location_write_simple,access_control,solhint,use-natspec,Warning
arbitrary_location_write_simple,access_control,solhint,explicit-types,Warning
arbitrary_location_write_simple,access_control,solhint,func-name-mixedcase,Warning
arbitrary_location_write_simple,access_control,solhint,reason-string,Warning
arbitrary_location_write_simple,access_control,solhint,gas-strict-inequalities,Warning
arbitrary_location_write_simple,access_control,solhint,gas-increment-by-one,Warning
fibonaccibalance,access_control,solhint,one-contract-per-file,Warning
fibonaccibalance,access_control,solhint,compiler-version,Error
fibonaccibalance,access_control,solhint,use-natspec,Warning
fibonaccibalance,access_control,solhint,explicit-types,Warning
fibonaccibalance,access_control,solhint,state-visibility,Warning
fibonaccibalance,access_control,solhint,const-name-snakecase,Warning
fibonaccibalance,access_control,solhint,avoid-sha3,Warning
fibonaccibalance,access_control,solhint,func-visibility,Warning
fibonaccibalance,access_control,solhint,gas-increment-by-one,Warning
fibonaccibalance,access_control,solhint,reason-string,Warning
fibonaccibalance,access_control,solhint,avoid-low-level-calls,Warning
incorrect_constructor_name1,access_control,solhint,compiler-version,Error
incorrect_constructor_name1,access_control,solhint,use-natspec,Warning
incorrect_constructor_name1,access_control,solhint,reason-string,Warning
incorrect_constructor_name1,access_control,solhint,func-name-mixedcase,Warning
incorrect_constructor_name1,access_control,solhint,func-visibility,Warning
incorrect_constructor_name2,access_control,solhint,compiler-version,Error
incorrect_constructor_name2,access_control,solhint,use-natspec,Warning
incorrect_constructor_name2,access_control,solhint,reason-string,Warning
incorrect_constructor_name2,access_control,solhint,func-visibility,Warning
incorrect_constructor_name3,access_control,solhint,compiler-version,Error
incorrect_constructor_name3,access_control,solhint,use-natspec,Warning
incorrect_constructor_name3,access_control,solhint,reason-string,Warning
incorrect_constructor_name3,access_control,solhint,func-name-mixedcase,Warning
incorrect_constructor_name3,access_control,solhint,func-visibility,Warning
bectoken,arithmetic,solhint,one-contract-per-file,Warning
bectoken,arithmetic,solhint,compiler-version,Error
bectoken,arithmetic,solhint,use-natspec,Warning
bectoken,arithmetic,solhint,reason-string,Warning
bectoken,arithmetic,solhint,gas-strict-inequalities,Warning
bectoken,arithmetic,solhint,gas-indexed-events,Warning
bectoken,arithmetic,solhint,state-visibility,Warning
bectoken,arithmetic,solhint,visibility-modifier-order,Warning
bectoken,arithmetic,solhint,explicit-types,Warning
bectoken,arithmetic,solhint,gas-increment-by-one,Warning
bectoken,arithmetic,solhint,quotes,Error
bectoken,arithmetic,solhint,func-visibility,Warning
insecure_transfer,arithmetic,solhint,compiler-version,Error
insecure_transfer,arithmetic,solhint,use-natspec,Warning
insecure_transfer,arithmetic,solhint,reason-string,Warning
insecure_transfer,arithmetic,solhint,gas-strict-inequalities,Warning
integer_overflow_1,arithmetic,solhint,compiler-version,Error
integer_overflow_1,arithmetic,solhint,use-natspec,Warning
integer_overflow_1,arithmetic,solhint,explicit-types,Warning
integer_overflow_1,arithmetic,solhint,func-visibility,Warning
integer_overflow_add,arithmetic,solhint,compiler-version,Error
integer_overflow_add,arithmetic,solhint,use-natspec,Warning
integer_overflow_add,arithmetic,solhint,explicit-types,Warning
integer_overflow_benign_1,arithmetic,solhint,compiler-version,Error
integer_overflow_benign_1,arithmetic,solhint,use-natspec,Warning
integer_overflow_benign_1,arithmetic,solhint,explicit-types,Warning
integer_overflow_benign_1,arithmetic,solhint,no-unused-vars,Warning
blackjack,bad_randomness,solhint,one-contract-per-file,Warning
blackjack,bad_randomness,solhint,compiler-version,Error
blackjack,bad_randomness,solhint,use-natspec,Warning
blackjack,bad_randomness,solhint,explicit-types,Warning
blackjack,bad_randomness,solhint,not-rely-on-time,Warning
blackjack,bad_randomness,solhint,not-rely-on-block-hash,Warning
blackjack,bad_randomness,solhint,state-visibility,Warning
blackjack,bad_randomness,solhint,var-name-mixedcase,Warning
blackjack,bad_randomness,solhint,avoid-throw,Warning
blackjack,bad_randomness,solhint,gas-indexed-events,Warning
blackjack,bad_randomness,solhint,constructor-syntax,Warning
blackjack,bad_randomness,solhint,no-empty-blocks,Warning
blackjack,bad_randomness,solhint,func-visibility,Warning
blackjack,bad_randomness,solhint,no-unused-vars,Warning
blackjack,bad_randomness,solhint,function-max-lines,Warning
blackjack,bad_randomness,solhint,reentrancy,Error
blackjack,bad_randomness,solhint,multiple-sends,Warning
etheraffle,bad_randomness,solhint,compiler-version,Error
etheraffle,bad_randomness,solhint,use-natspec,Warning
etheraffle,bad_randomness,solhint,contract-name-capwords,Warning
etheraffle,bad_randomness,solhint,explicit-types,Warning
etheraffle,bad_randomness,solhint,gas-indexed-events,Warning
etheraffle,bad_randomness,solhint,const-name-snakecase,Warning
etheraffle,bad_randomness,solhint,state-visibility,Warning
etheraffle,bad_randomness,solhint,visibility-modifier-order,Warning
etheraffle,bad_randomness,solhint,gas-strict-inequalities,Warning
etheraffle,bad_randomness,solhint,gas-increment-by-one,Warning
etheraffle,bad_randomness,solhint,reentrancy,Error
guess_the_random_number,bad_randomness,solhint,compiler-version,Error
guess_the_random_number,bad_randomness,solhint,use-natspec,Warning
guess_the_random_number,bad_randomness,solhint,state-visibility,Warning
guess_the_random_number,bad_randomness,solhint,reason-string,Warning
guess_the_random_number,bad_randomness,solhint,not-rely-on-block-hash,Warning
guess_the_random_number,bad_randomness,solhint,not-rely-on-time,Warning
lottery,bad_randomness,solhint,compiler-version,Error
lottery,bad_randomness,solhint,use-natspec,Warning
lottery,bad_randomness,solhint,gas-indexed-events,Warning
lottery,bad_randomness,solhint,explicit-types,Warning
lottery,bad_randomness,solhint,func-visibility,Warning
lottery,bad_randomness,solhint,avoid-throw,Warning
lottery,bad_randomness,solhint,gas-increment-by-one,Warning
lottery,bad_randomness,solhint,avoid-suicide,Warning
lucky_doubler,bad_randomness,solhint,compiler-version,Error
lucky_doubler,bad_randomness,solhint,use-natspec,Warning
lucky_doubler,bad_randomness,solhint,explicit-types,Warning
lucky_doubler,bad_randomness,solhint,func-visibility,Warning
lucky_doubler,bad_randomness,solhint,check-send-result,Warning
lucky_doubler,bad_randomness,solhint,function-max-lines,Warning
lucky_doubler,bad_randomness,solhint,reentrancy,Error
lucky_doubler,bad_randomness,solhint,gas-increment-by-one,Warning
lucky_doubler,bad_randomness,solhint,multiple-sends,Warning
lucky_doubler,bad_randomness,solhint,visibility-modifier-order,Warning
lucky_doubler,bad_randomness,solhint,not-rely-on-block-hash,Warning
lucky_doubler,bad_randomness,solhint,avoid-throw,Warning
lucky_doubler,bad_randomness,solhint,gas-small-strings,Warning
lucky_doubler,bad_randomness,solhint,quotes,Error
auction,denial_of_service,solhint,compiler-version,Error
auction,denial_of_service,solhint,use-natspec,Warning
auction,denial_of_service,solhint,state-visibility,Warning
auction,denial_of_service,solhint,explicit-types,Warning
auction,denial_of_service,solhint,func-visibility,Warning
auction,denial_of_service,solhint,reason-string,Warning
auction,denial_of_service,solhint,reentrancy,Error
dos_address,denial_of_service,solhint,compiler-version,Error
dos_address,denial_of_service,solhint,use-natspec,Warning
dos_address,denial_of_service,solhint,state-visibility,Warning
dos_address,denial_of_service,solhint,explicit-types,Warning
dos_address,denial_of_service,solhint,gas-increment-by-one,Warning
dos_number,denial_of_service,solhint,compiler-version,Error
dos_number,denial_of_service,solhint,use-natspec,Warning
dos_number,denial_of_service,solhint,state-visibility,Warning
dos_number,denial_of_service,solhint,explicit-types,Warning
dos_number,denial_of_service,solhint,gas-increment-by-one,Warning
dos_number,denial_of_service,solhint,reason-string,Warning
dos_simple,denial_of_service,solhint,compiler-version,Error
dos_simple,denial_of_service,solhint,use-natspec,Warning
dos_simple,denial_of_service,solhint,state-visibility,Warning
dos_simple,denial_of_service,solhint,explicit-types,Warning
dos_simple,denial_of_service,solhint,gas-increment-by-one,Warning
list_dos,denial_of_service,solhint,compiler-version,Error
list_dos,denial_of_service,solhint,use-natspec,Warning
list_dos,denial_of_service,solhint,explicit-types,Warning
list_dos,denial_of_service,solhint,state-visibility,Warning
list_dos,denial_of_service,solhint,not-rely-on-time,Warning
list_dos,denial_of_service,solhint,function-max-lines,Warning
list_dos,denial_of_service,solhint,func-visibility,Warning
list_dos,denial_of_service,solhint,check-send-result,Warning
list_dos,denial_of_service,solhint,multiple-sends,Warning
list_dos,denial_of_service,solhint,reentrancy,Error
list_dos,denial_of_service,solhint,gas-increment-by-one,Warning
list_dos,denial_of_service,solhint,gas-strict-inequalities,Warning
erc20,front_running,solhint,one-contract-per-file,Warning
erc20,front_running,solhint,compiler-version,Error
erc20,front_running,solhint,use-natspec,Warning
erc20,front_running,solhint,reason-string,Warning
erc20,front_running,solhint,gas-strict-inequalities,Warning
erc20,front_running,solhint,gas-indexed-events,Warning
erc20,front_running,solhint,explicit-types,Warning
eth_tx_order_dependence_minimal,front_running,solhint,compiler-version,Error
eth_tx_order_dependence_minimal,front_running,solhint,use-natspec,Warning
eth_tx_order_dependence_minimal,front_running,solhint,explicit-types,Warning
eth_tx_order_dependence_minimal,front_running,solhint,reason-string,Warning
eth_tx_order_dependence_minimal,front_running,solhint,reentrancy,Error
eth_tx_order_dependence_minimal,front_running,solhint,func-visibility,Warning
findthishash,front_running,solhint,compiler-version,Error
findthishash,front_running,solhint,use-natspec,Warning
findthishash,front_running,solhint,const-name-snakecase,Warning
findthishash,front_running,solhint,no-empty-blocks,Warning
findthishash,front_running,solhint,reason-string,Warning
findthishash,front_running,solhint,avoid-sha3,Warning
odds_and_evens,front_running,solhint,compiler-version,Error
odds_and_evens,front_running,solhint,use-natspec,Warning
odds_and_evens,front_running,solhint,explicit-types,Warning
odds_and_evens,front_running,solhint,state-visibility,Warning
odds_and_evens,front_running,solhint,func-visibility,Warning
odds_and_evens,front_running,solhint,avoid-throw,Warning
odds_and_evens,front_running,solhint,gas-increment-by-one,Warning
odds_and_evens,front_running,solhint,check-send-result,Warning
odds_and_evens,front_running,solhint,multiple-sends,Warning
odds_and_evens,front_running,solhint,reentrancy,Error
odds_and_evens,front_running,solhint,no-unused-vars,Warning
reentrance,reentrancy,solhint,compiler-version,Error
reentrance,reentrancy,solhint,use-natspec,Warning
reentrance,reentrancy,solhint,explicit-types,Warning
reentrance,reentrancy,solhint,gas-strict-inequalities,Warning
reentrance,reentrancy,solhint,avoid-low-level-calls,Warning
reentrance,reentrancy,solhint,avoid-call-value,Warning
reentrancy_bonus,reentrancy,solhint,compiler-version,Error
reentrancy_bonus,reentrancy,solhint,use-natspec,Warning
reentrancy_bonus,reentrancy,solhint,contract-name-capwords,Warning
reentrancy_bonus,reentrancy,solhint,explicit-types,Warning
reentrancy_bonus,reentrancy,solhint,avoid-low-level-calls,Warning
reentrancy_bonus,reentrancy,solhint,avoid-call-value,Warning
reentrancy_bonus,reentrancy,solhint,reason-string,Warning
reentrancy_cross_function,reentrancy,solhint,compiler-version,Error
reentrancy_cross_function,reentrancy,solhint,use-natspec,Warning
reentrancy_cross_function,reentrancy,solhint,contract-name-capwords,Warning
reentrancy_cross_function,reentrancy,solhint,explicit-types,Warning
reentrancy_cross_function,reentrancy,solhint,func-visibility,Warning
reentrancy_cross_function,reentrancy,solhint,gas-strict-inequalities,Warning
reentrancy_cross_function,reentrancy,solhint,avoid-low-level-calls,Warning
reentrancy_cross_function,reentrancy,solhint,avoid-call-value,Warning
reentrancy_cross_function,reentrancy,solhint,reason-string,Warning
reentrancy_dao,reentrancy,solhint,compiler-version,Error
reentrancy_dao,reentrancy,solhint,use-natspec,Warning
reentrancy_dao,reentrancy,solhint,state-visibility,Warning
reentrancy_dao,reentrancy,solhint,explicit-types,Warning
reentrancy_dao,reentrancy,solhint,avoid-low-level-calls,Warning
reentrancy_dao,reentrancy,solhint,avoid-call-value,Warning
reentrancy_dao,reentrancy,solhint,reason-string,Warning
reentrancy_insecure,reentrancy,solhint,compiler-version,Error
reentrancy_insecure,reentrancy,solhint,use-natspec,Warning
reentrancy_insecure,reentrancy,solhint,contract-name-capwords,Warning
reentrancy_insecure,reentrancy,solhint,explicit-types,Warning
reentrancy_insecure,reentrancy,solhint,avoid-low-level-calls,Warning
reentrancy_insecure,reentrancy,solhint,avoid-call-value,Warning
reentrancy_insecure,reentrancy,solhint,reason-string,Warning
short_address_example,short_addresses,solhint,compiler-version,Error
short_address_example,short_addresses,solhint,use-natspec,Warning
short_address_example,short_addresses,solhint,state-visibility,Warning
short_address_example,short_addresses,solhint,explicit-types,Warning
short_address_example,short_addresses,solhint,gas-indexed-events,Warning
short_address_example,short_addresses,solhint,avoid-tx-origin,Error
short_address_example,short_addresses,solhint,func-visibility,Warning
ether_lotto,time_manipulation,solhint,compiler-version,Error
ether_lotto,time_manipulation,solhint,use-natspec,Warning
ether_lotto,time_manipulation,solhint,state-visibility,Warning
ether_lotto,time_manipulation,solhint,explicit-types,Warning
ether_lotto,time_manipulation,solhint,func-visibility,Warning
ether_lotto,time_manipulation,solhint,avoid-sha3,Warning
ether_lotto,time_manipulation,solhint,not-rely-on-time,Warning
ether_lotto,time_manipulation,solhint,reentrancy,Error
governmental_survey,time_manipulation,solhint,one-contract-per-file,Warning
governmental_survey,time_manipulation,solhint,compiler-version,Error
governmental_survey,time_manipulation,solhint,use-natspec,Warning
governmental_survey,time_manipulation,solhint,explicit-types,Warning
governmental_survey,time_manipulation,solhint,var-name-mixedcase,Warning
governmental_survey,time_manipulation,solhint,avoid-throw,Warning
governmental_survey,time_manipulation,solhint,func-visibility,Warning
governmental_survey,time_manipulation,solhint,not-rely-on-time,Warning
governmental_survey,time_manipulation,solhint,check-send-result,Warning
governmental_survey,time_manipulation,solhint,multiple-sends,Warning
governmental_survey,time_manipulation,solhint,reentrancy,Error
governmental_survey,time_manipulation,solhint,gas-strict-inequalities,Warning
lottopollo,time_manipulation,solhint,compiler-version,Error
lottopollo,time_manipulation,solhint,use-natspec,Warning
lottopollo,time_manipulation,solhint,contract-name-capwords,Warning
lottopollo,time_manipulation,solhint,state-visibility,Warning
lottopollo,time_manipulation,solhint,explicit-types,Warning
lottopollo,time_manipulation,solhint,not-rely-on-time,Warning
lottopollo,time_manipulation,solhint,check-send-result,Warning
lottopollo,time_manipulation,solhint,multiple-sends,Warning
lottopollo,time_manipulation,solhint,gas-strict-inequalities,Warning
lottopollo,time_manipulation,solhint,reentrancy,Error
lottopollo,time_manipulation,solhint,func-visibility,Warning
lottopollo,time_manipulation,solhint,no-unused-vars,Warning
roulette,time_manipulation,solhint,compiler-version,Error
roulette,time_manipulation,solhint,use-natspec,Warning
roulette,time_manipulation,solhint,explicit-types,Warning
roulette,time_manipulation,solhint,no-empty-blocks,Warning
roulette,time_manipulation,solhint,no-complex-fallback,Warning
roulette,time_manipulation,solhint,reason-string,Warning
roulette,time_manipulation,solhint,not-rely-on-time,Warning
timed_crowdsale,time_manipulation,solhint,compiler-version,Error
timed_crowdsale,time_manipulation,solhint,use-natspec,Warning
timed_crowdsale,time_manipulation,solhint,visibility-modifier-order,Warning
timed_crowdsale,time_manipulation,solhint,gas-strict-inequalities,Warning
timed_crowdsale,time_manipulation,solhint,not-rely-on-time,Warning
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,solhint,compiler-version,Error
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,solhint,use-natspec,Warning
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,solhint,func-visibility,Warning
